loc,alpha,k,clip_factor,rep,model,bac,sd,mad,d_med,cdist_mad,kurt,secs,error
0.002,0.8,2.0,12,2,kmeans,0.7778476776551995,0.006224752125656046,0.0041218914477958645,0.00400710432020962,0.9721518314977399,6.527336010094023,0.4,
0.0008,1.1,6.0,20,2,vae,0.643361601857785,0.003947366503992944,0.0035410394870720612,0.0015801157623563818,0.4462293538734057,2.1568544961922065,966.7,
0.0008,1.1,6.0,20,2,jump,0.6039074053145834,0.003947366503992944,0.0035410394870720612,0.0015801157623563818,0.4462293538734057,2.1568544961922065,35.4,
0.0008,1.1,6.0,20,2,kmeans,0.6715451644326823,0.003947366503992944,0.0035410394870720612,0.0015801157623563818,0.4462293538734057,2.1568544961922065,0.7,
0.0012,1.6,2.75,20,5,vae,0.7212301053640031,0.004736307941393416,0.004345736062138844,0.0024643439156104897,0.5670716951911736,2.9160424469182473,945.6,
0.0012,1.6,2.75,20,5,jump,0.7337635339239046,0.004736307941393416,0.004345736062138844,0.0024643439156104897,0.5670716951911736,2.9160424469182473,34.6,
0.0012,1.6,2.75,20,5,kmeans,0.7262953807109525,0.004736307941393416,0.004345736062138844,0.0024643439156104897,0.5670716951911736,2.9160424469182473,0.4,
0.0011,1.6,2.0,12,0,vae,0.689703287024991,0.004985360465887691,0.004340375675269417,0.002184980728553352,0.5034082051936035,3.279632942182996,954.5,
0.0011,1.6,2.0,12,0,jump,0.7074910984786964,0.004985360465887691,0.004340375675269417,0.002184980728553352,0.5034082051936035,3.279632942182996,35.6,
0.0011,1.6,2.0,12,0,kmeans,0.6970773612247083,0.004985360465887691,0.004340375675269417,0.002184980728553352,0.5034082051936035,3.279632942182996,0.6,
0.002,1.1,4.0,12,4,vae,0.7939739629116396,0.00472017456044366,0.004259471604829406,0.004011720253947077,0.9418351913412387,2.4601422392912653,961.5,
0.002,1.1,4.0,12,4,jump,0.8034193745224953,0.00472017456044366,0.004259471604829406,0.004011720253947077,0.9418351913412387,2.4601422392912653,35.2,
0.002,1.1,4.0,12,4,kmeans,0.8251819295452189,0.00472017456044366,0.004259471604829406,0.004011720253947077,0.9418351913412387,2.4601422392912653,0.4,
0.001,1.1,6.0,12,3,vae,0.7174853417557142,0.003963274588987243,0.003607685211711246,0.0019876553464747123,0.5509503268251891,1.7626228389437504,963.2,
0.001,1.1,6.0,12,3,jump,0.7433911069492534,0.003963274588987243,0.003607685211711246,0.0019876553464747123,0.5509503268251891,1.7626228389437504,34.4,
0.001,1.1,6.0,12,3,kmeans,0.7219005704110262,0.003963274588987243,0.003607685211711246,0.0019876553464747123,0.5509503268251891,1.7626228389437504,0.5,
0.0008,1.6,6.0,8,0,vae,0.6315491621770111,0.004313840863350012,0.004172823291583651,0.0015686580456895183,0.3759224716880326,0.46272542822099894,966.4,
0.0008,1.6,6.0,8,0,jump,0.6807310071341923,0.004313840863350012,0.004172823291583651,0.0015686580456895183,0.3759224716880326,0.46272542822099894,35.0,
0.0008,1.6,6.0,8,0,kmeans,0.6686329543999071,0.004313840863350012,0.004172823291583651,0.0015686580456895183,0.3759224716880326,0.46272542822099894,0.8,
0.0011,0.8,4.0,12,5,vae,0.7176604698954044,0.0038852287428282417,0.0029649809961579086,0.0022037741171424155,0.743267535271935,6.617330987286088,988.6,
0.0011,0.8,4.0,12,5,jump,0.7433365417066112,0.0038852287428282417,0.0029649809961579086,0.0022037741171424155,0.743267535271935,6.617330987286088,35.6,
0.0011,0.8,4.0,12,5,kmeans,0.7579775865348224,0.0038852287428282417,0.0029649809961579086,0.0022037741171424155,0.743267535271935,6.617330987286088,0.5,
0.0014,0.8,2.75,8,5,vae,0.7336003935860711,0.004527022792151748,0.003350263863527983,0.002806046688335593,0.837559906514556,4.070387782749081,996.8,
0.0014,0.8,2.75,8,5,jump,0.752470799640611,0.004527022792151748,0.003350263863527983,0.002806046688335593,0.837559906514556,4.070387782749081,34.7,
0.0014,0.8,2.75,8,5,kmeans,0.7689282416257295,0.004527022792151748,0.003350263863527983,0.002806046688335593,0.837559906514556,4.070387782749081,0.4,
0.0005,1.6,6.0,12,0,vae,0.5662353447416291,0.004271977596379348,0.004122661886781353,0.0009695291264527364,0.23517066232411016,0.5276629645697781,1003.6,
0.0005,1.6,6.0,12,0,jump,0.6147762407490249,0.004271977596379348,0.004122661886781353,0.0009695291264527364,0.23517066232411016,0.5276629645697781,35.0,
0.0005,1.6,6.0,12,0,kmeans,0.5464464498301959,0.004271977596379348,0.004122661886781353,0.0009695291264527364,0.23517066232411016,0.5276629645697781,0.8,
0.0016,1.1,4.0,8,2,vae,0.7691439753904163,0.004494551389882487,0.003967912975867932,0.003199163620218467,0.8062585141547086,1.8339728059029046,982.6,
0.0016,1.1,4.0,8,2,jump,0.794314201400709,0.004494551389882487,0.003967912975867932,0.003199163620218467,0.8062585141547086,1.8339728059029046,33.7,
0.0016,1.1,4.0,8,2,kmeans,0.7967250646566783,0.004494551389882487,0.003967912975867932,0.003199163620218467,0.8062585141547086,1.8339728059029046,0.4,
0.0008,1.6,2.75,12,0,vae,0.6389526632654858,0.004649785656365894,0.004202149972204502,0.0015674067128979275,0.37300113591035056,2.1344721670658275,979.2,
0.0008,1.6,2.75,12,0,jump,0.501350530627879,0.004649785656365894,0.004202149972204502,0.0015674067128979275,0.37300113591035056,2.1344721670658275,33.5,
0.0008,1.6,2.75,12,0,kmeans,0.6589674944574357,0.004649785656365894,0.004202149972204502,0.0015674067128979275,0.37300113591035056,2.1344721670658275,0.6,
0.001,1.6,4.0,20,0,vae,0.6874337951275695,0.004502527633167434,0.004257725417610462,0.002006808602191275,0.4713334950842236,1.5037729358446779,1000.2,
0.001,1.6,4.0,20,0,jump,0.7137404032603212,0.004502527633167434,0.004257725417610462,0.002006808602191275,0.4713334950842236,1.5037729358446779,35.4,
0.001,1.6,4.0,20,0,kmeans,0.7047002959665735,0.004502527633167434,0.004257725417610462,0.002006808602191275,0.4713334950842236,1.5037729358446779,0.8,
0.0011,1.1,4.0,12,4,vae,0.7192357332147999,0.004413387284351506,0.0037556128305833263,0.0022117202539470777,0.5889106129194768,3.2649370714633843,968.9,
0.0011,1.1,4.0,12,4,jump,0.7278292859430198,0.004413387284351506,0.0037556128305833263,0.0022117202539470777,0.5889106129194768,3.2649370714633843,34.6,
0.0011,1.1,4.0,12,4,kmeans,0.7215068532735511,0.004413387284351506,0.0037556128305833263,0.0022117202539470777,0.5889106129194768,3.2649370714633843,0.6,
0.0016,1.6,2.0,20,3,vae,0.7791569606316289,0.005225079582714587,0.004561219889740991,0.003199144971242877,0.7013792469068051,5.958621974480348,982.4,
0.0016,1.6,2.0,20,3,jump,0.5023683239560013,0.005225079582714587,0.004561219889740991,0.003199144971242877,0.7013792469068051,5.958621974480348,35.2,
0.0016,1.6,2.0,20,3,kmeans,0.7810349039121058,0.005225079582714587,0.004561219889740991,0.003199144971242877,0.7013792469068051,5.958621974480348,0.5,
0.0012,1.6,4.0,20,0,vae,0.722003031444734,0.0045513416974354804,0.00431467553453334,0.002406808602191275,0.557819141422783,1.4361373460572633,1004.2,
0.0012,1.6,4.0,20,0,jump,0.7371387864411101,0.0045513416974354804,0.00431467553453334,0.002406808602191275,0.557819141422783,1.4361373460572633,35.1,
0.0012,1.6,4.0,20,0,kmeans,0.7364440257508436,0.0045513416974354804,0.00431467553453334,0.002406808602191275,0.557819141422783,1.4361373460572633,0.6,
0.0011,1.1,4.0,8,1,vae,0.6770157744584206,0.004307275875602284,0.0037412102964470674,0.002193556541424802,0.5863227051171026,2.0496325217587206,1001.9,
0.0011,1.1,4.0,8,1,jump,0.7153946807250309,0.004307275875602284,0.0037412102964470674,0.002193556541424802,0.5863227051171026,2.0496325217587206,34.6,
0.0011,1.1,4.0,8,1,kmeans,0.7157318944879106,0.004307275875602284,0.0037412102964470674,0.002193556541424802,0.5863227051171026,2.0496325217587206,0.7,
0.0016,0.8,2.0,12,4,vae,0.7297439172276852,0.0060659312931041435,0.0037546267511695715,0.003226278949887061,0.8592808722949813,6.899160135318603,993.6,
0.0016,0.8,2.0,12,4,jump,0.7393689140108013,0.0060659312931041435,0.0037546267511695715,0.003226278949887061,0.8592808722949813,6.899160135318603,35.2,
0.0016,0.8,2.0,12,4,kmeans,0.5002243714008672,0.0060659312931041435,0.0037546267511695715,0.003226278949887061,0.8592808722949813,6.899160135318603,0.5,
