loc,alpha,k,rep,sd,mad,d_mean,d_med,cdist,cdist_mad,kurt
0.0005,1.6,4.0,0,0.0043956726623330476,0.004141997538140413,0.0010015178527011716,0.0009974619000423916,0.24081663276174015,0.24081663276174015,1.0683028485247643
0.0005,1.6,2.75,8,0.004612231607100782,0.0041498009935841875,0.00102271769046115,0.001022754809494607,0.24645876057089008,0.24645876057089008,2.291670858380191
0.0005,1.6,2.75,7,0.004582844721873955,0.00415037290440984,0.0009947459860936204,0.0009322265752016517,0.22461272677718802,0.22461272677718802,2.310644846745393
0.0005,1.6,2.75,9,0.004600971795852346,0.00415709391370653,0.0009910443843406456,0.0009836461549484303,0.23661869935273988,0.23661869935273988,2.5398716169288855
0.0005,1.6,4.0,1,0.004371570070501065,0.00412334588131631,0.0009665676305639849,0.0009759740874600077,0.23669469298763848,0.23669469298763848,1.2001027516180365
0.0005,1.6,4.0,2,0.004356207984224195,0.004120805724006793,0.0009469360399133582,0.0009589938536126069,0.23271998677970826,0.23271998677970826,1.0479979309939056
0.0005,1.6,4.0,3,0.004355608858048029,0.004118762121736846,0.0009752083887992066,0.0009628887732383074,0.23378110820157433,0.23378110820157433,0.9871485476518305
0.0005,1.6,4.0,4,0.004382662933204399,0.00413558050137645,0.0010393580076068613,0.0010367156132757174,0.2506820053268619,0.2506820053268619,0.9613142439017004
0.0005,1.6,4.0,5,0.004381127275303364,0.004128413702048895,0.0009513796278421084,0.0009513458347070584,0.23043859054990395,0.23043859054990395,1.0386234499277105
0.0005,1.6,4.0,6,0.004394899242189721,0.0041494425793717205,0.0009916989488879258,0.0010252461582034868,0.24708045444473228,0.24708045444473228,1.2606165340377737
0.0005,1.6,4.0,7,0.004369118406884548,0.004088279195476015,0.0009833699812165956,0.0009591073905576135,0.23459928852680542,0.23459928852680542,1.2060264256985906
0.0005,1.6,4.0,8,0.0043803351498383995,0.0041426885031824595,0.0010298727447838577,0.0009935339591640347,0.2398283043489248,0.2398283043489248,1.0551762274277703
0.0005,1.6,4.0,9,0.004391407401112882,0.004107998463242273,0.0010332603068727887,0.0010010163509970972,0.2436749575137466,0.2436749575137466,1.1287563906950693
0.0005,1.6,6.0,0,0.004260776125005149,0.004111843840090986,0.0010021286525500515,0.0009862676123244083,0.239860182117856,0.239860182117856,0.5276528917704839
0.0005,1.6,6.0,1,0.00422342076768681,0.004095091280426022,0.0009823858357434054,0.0009764153239585101,0.23843554565575673,0.23843554565575673,0.4610100485061488
0.0005,1.6,6.0,2,0.004219443353585102,0.004073115799210711,0.0009711312483932598,0.000984397857255724,0.241681775275449,0.241681775275449,0.48997870351701067
0.0005,1.6,6.0,3,0.004250511678534066,0.0041066908139761995,0.0009963233037606665,0.0009913036814954957,0.24138746411631876,0.24138746411631876,0.519536147641503
0.0005,1.6,6.0,4,0.004249271868044029,0.00410750765187247,0.001039741745989617,0.0010302257127193968,0.2508152875259411,0.2508152875259411,0.5223209145608081
0.0005,1.6,6.0,5,0.004245252550805242,0.004129713718583843,0.0009918286102193264,0.0010044343206208068,0.2432212954861303,0.2432212954861303,0.4970597529223024
0.0005,1.6,6.0,6,0.004256093620410297,0.004129202148475428,0.001044047898329569,0.001055000992160106,0.255497540257173,0.255497540257173,0.44743589274270024
0.0005,1.6,6.0,7,0.0042392504282984635,0.004076574417933832,0.0009923127068826392,0.0009805581127572836,0.24053482464187886,0.24053482464187886,0.5573129605874709
0.0006,0.8,2.0,1,0.005841528381751185,0.0031500160888542025,0.001159621330956271,0.0011738407156575853,0.37264594292423503,0.37264594292423503,7.702844670984463
0.0005,1.6,6.0,9,0.004261530566410649,0.004108318987129227,0.0010442350679008058,0.0010106401458295758,0.2459984604398456,0.2459984604398456,0.5081565054117312
0.0005,1.6,6.0,8,0.004254979778676052,0.004104856579345322,0.0010131006063085382,0.0010059183356480126,0.2450556593644607,0.2450556593644607,0.4950949435139931
0.0006,0.8,2.0,0,0.005884710850329096,0.003146735451136101,0.0011793572531826405,0.0012110456900668296,0.38485780227555905,0.38485780227555905,7.754949723276917
0.0006,0.8,2.0,3,0.005879805316231941,0.0031693983632223636,0.0011864934590451754,0.0011952307182577769,0.3771159637511052,0.3771159637511052,7.666381017150167
0.0006,0.8,2.0,4,0.005867530092731892,0.0031307023975497847,0.0012394229405044328,0.001225998057759857,0.39160479089912,0.39160479089912,7.818519433157869
0.0006,0.8,2.0,2,0.005910865489352837,0.0031360862768927905,0.0011948916273968953,0.0011945691247372432,0.38091079749273127,0.38091079749273127,7.937208316259362
0.0006,0.8,2.0,5,0.00590560972102588,0.0031684806947664,0.0011648588651735588,0.001220940687122508,0.38533947489066944,0.38533947489066944,7.734674137234757
0.0006,0.8,2.0,7,0.0058665445549444615,0.0031459970312008654,0.0011932482068189357,0.0011949008514621903,0.37981626797851176,0.37981626797851176,7.614450365488711
0.0006,0.8,2.0,9,0.005897423457427673,0.0031642787391593483,0.0011995446090625533,0.0011859809870358134,0.37480294398807995,0.37480294398807995,7.672764946668069
0.0006,0.8,2.0,8,0.005814112090771238,0.003149984018364711,0.0012301779367028666,0.0012106027629232615,0.38432028729838963,0.38432028729838963,7.744511566589903
0.0006,0.8,2.0,6,0.005865772054874377,0.0031836599985475703,0.001214904215014996,0.001207763982622475,0.3793633689443828,0.3793633689443828,7.641537836282367
0.0006,0.8,2.75,0,0.004750043197186835,0.002904668358165458,0.0011937492923248735,0.001213538327552702,0.41778894452485915,0.41778894452485915,9.182829323350754
0.0006,0.8,2.75,7,0.004714324957903461,0.0029189766532744864,0.0012094973113860122,0.0012106012725351981,0.41473482536325,0.41473482536325,9.027359615102238
0.0006,0.8,2.75,2,0.004709295313344773,0.0029007892211417256,0.0012286340776512328,0.0012141630088521411,0.4185629896867367,0.4185629896867367,8.588182666167366
